Time (s)   V_brick                  E_brick                  E_ESR                    R_switch (½)             E_switch (J)             Radius_switch (m)        I_brick                  Q_brick                  V_out                    P_out                    E_out                    
 2.81731E-07   6.88462E+02   9.47959E-03   3.41885E+01   1.00869E-01   9.49628E+01   1.45742E-03   1.20620E+04   7.97303E-03   3.01551E+04   3.63732E+08   6.57447E+02
 2.81807E-07   6.65557E+02   8.85934E-03   3.41900E+01   1.00854E-01   9.49640E+01   1.45754E-03   1.20480E+04   7.97395E-03   3.01200E+04   3.62886E+08   6.57475E+02
 2.81884E-07   6.42679E+02   8.26073E-03   3.41914E+01   1.00838E-01   9.49651E+01   1.45765E-03   1.20340E+04   7.97487E-03   3.00850E+04   3.62042E+08   6.57503E+02
 2.81960E-07   6.19828E+02   7.68373E-03   3.41929E+01   1.00822E-01   9.49663E+01   1.45776E-03   1.20200E+04   7.97579E-03   3.00499E+04   3.61199E+08   6.57530E+02
 2.82036E-07   5.97003E+02   7.12825E-03   3.41943E+01   1.00806E-01   9.49675E+01   1.45788E-03   1.20060E+04   7.97671E-03   3.00149E+04   3.60358E+08   6.57558E+02
 2.82112E-07   5.74206E+02   6.59424E-03   3.41958E+01   1.00790E-01   9.49686E+01   1.45799E-03   1.19920E+04   7.97763E-03   2.99799E+04   3.59518E+08   6.57586E+02
 2.82188E-07   5.51434E+02   6.08159E-03   3.41972E+01   1.00774E-01   9.49698E+01   1.45811E-03   1.19780E+04   7.97855E-03   2.99450E+04   3.58680E+08   6.57614E+02
 2.82263E-07   5.28689E+02   5.59025E-03   3.41987E+01   1.00758E-01   9.49709E+01   1.45822E-03   1.19640E+04   7.97947E-03   2.99100E+04   3.57844E+08   6.57642E+02
 2.82339E-07   5.05971E+02   5.12013E-03   3.42001E+01   1.00743E-01   9.49721E+01   1.45834E-03   1.19500E+04   7.98039E-03   2.98751E+04   3.57009E+08   6.57669E+02
 2.82415E-07   4.83279E+02   4.67117E-03   3.42016E+01   1.00727E-01   9.49733E+01   1.45845E-03   1.19361E+04   7.98131E-03   2.98402E+04   3.56175E+08   6.57697E+02
 2.82491E-07   4.60614E+02   4.24330E-03   3.42030E+01   1.00711E-01   9.49744E+01   1.45857E-03   1.19221E+04   7.98223E-03   2.98053E+04   3.55343E+08   6.57725E+02
 2.82567E-07   4.37975E+02   3.83644E-03   3.42045E+01   1.00695E-01   9.49756E+01   1.45868E-03   1.19082E+04   7.98315E-03   2.97704E+04   3.54512E+08   6.57753E+02
 2.82643E-07   4.15363E+02   3.45052E-03   3.42059E+01   1.00679E-01   9.49767E+01   1.45880E-03   1.18942E+04   7.98407E-03   2.97356E+04   3.53681E+08   6.57781E+02
 2.82719E-07   3.92777E+02   3.08548E-03   3.42074E+01   1.00663E-01   9.49779E+01   1.45891E-03   1.18803E+04   7.98499E-03   2.97007E+04   3.52852E+08   6.57809E+02
 2.82795E-07   3.70218E+02   2.74123E-03   3.42088E+01   1.00648E-01   9.49791E+01   1.45903E-03   1.18663E+04   7.98591E-03   2.96658E+04   3.52024E+08   6.57836E+02
 2.82871E-07   3.47685E+02   2.41770E-03   3.42103E+01   1.00632E-01   9.49802E+01   1.45914E-03   1.18524E+04   7.98683E-03   2.96309E+04   3.51197E+08   6.57864E+02
 2.82947E-07   3.25179E+02   2.11482E-03   3.42117E+01   1.00616E-01   9.49814E+01   1.45926E-03   1.18384E+04   7.98775E-03   2.95961E+04   3.50372E+08   6.57892E+02
 2.83023E-07   3.02699E+02   1.83253E-03   3.42132E+01   1.00600E-01   9.49825E+01   1.45937E-03   1.18245E+04   7.98867E-03   2.95613E+04   3.49548E+08   6.57920E+02
 2.83099E-07   2.80246E+02   1.57075E-03   3.42146E+01   1.00584E-01   9.49837E+01   1.45948E-03   1.18106E+04   7.98959E-03   2.95265E+04   3.48726E+08   6.57948E+02
 2.83175E-07   2.57819E+02   1.32941E-03   3.42161E+01   1.00569E-01   9.49849E+01   1.45960E-03   1.17967E+04   7.99051E-03   2.94918E+04   3.47906E+08   6.57976E+02
 2.83251E-07   2.35418E+02   1.10843E-03   3.42175E+01   1.00553E-01   9.49860E+01   1.45971E-03   1.17828E+04   7.99143E-03   2.94571E+04   3.47088E+08   6.58003E+02
 2.83327E-07   2.13044E+02   9.07755E-04   3.42190E+01   1.00537E-01   9.49872E+01   1.45983E-03   1.17689E+04   7.99235E-03   2.94224E+04   3.46270E+08   6.58031E+02
 2.83403E-07   1.90696E+02   7.27301E-04   3.42204E+01   1.00521E-01   9.49883E+01   1.45994E-03   1.17551E+04   7.99327E-03   2.93877E+04   3.45454E+08   6.58059E+02
 2.83479E-07   1.68375E+02   5.67002E-04   3.42219E+01   1.00506E-01   9.49895E+01   1.46006E-03   1.17412E+04   7.99419E-03   2.93530E+04   3.44639E+08   6.58087E+02
 2.83555E-07   1.46080E+02   4.26786E-04   3.42233E+01   1.00490E-01   9.49907E+01   1.46017E-03   1.17273E+04   7.99511E-03   2.93183E+04   3.43824E+08   6.58115E+02
 2.83631E-07   1.23811E+02   3.06583E-04   3.42248E+01   1.00474E-01   9.49918E+01   1.46029E-03   1.17134E+04   7.99603E-03   2.92836E+04   3.43012E+08   6.58143E+02
 2.83707E-07   1.01569E+02   2.06324E-04   3.42262E+01   1.00458E-01   9.49930E+01   1.46040E-03   1.16996E+04   7.99695E-03   2.92490E+04   3.42201E+08   6.58170E+02
 2.83783E-07   7.93526E+01   1.25937E-04   3.42277E+01   1.00443E-01   9.49941E+01   1.46051E-03   1.16857E+04   7.99788E-03   2.92143E+04   3.41391E+08   6.58198E+02
 2.83859E-07   5.71628E+01   6.53518E-05   3.42291E+01   1.00427E-01   9.49953E+01   1.46063E-03   1.16719E+04   7.99880E-03   2.91797E+04   3.40582E+08   6.58226E+02
 2.83935E-07   3.49994E+01   2.44991E-05   3.42306E+01   1.00411E-01   9.49965E+01   1.46074E-03   1.16581E+04   7.99972E-03   2.91451E+04   3.39776E+08   6.58254E+02
 2.84011E-07   1.28622E+01   3.30874E-06   3.42320E+01   1.00395E-01   9.49976E+01   1.46086E-03   1.16442E+04   8.00064E-03   2.91106E+04   3.38970E+08   6.58282E+02
 2.84087E-07  -9.24869E+00   1.71077E-06   3.42335E+01   1.00380E-01   9.49988E+01   1.46097E-03   1.16304E+04   8.00150E-03   2.90760E+04   3.38166E+08   6.58310E+02
 2.84163E-07  -3.13334E+01   1.96356E-05   3.42349E+01   1.00365E-01   9.49999E+01   1.46108E-03   1.16166E+04   8.00235E-03   2.90415E+04   3.37364E+08   6.58337E+02
 2.84239E-07  -5.33918E+01   5.70137E-05   3.42364E+01   1.00350E-01   9.50011E+01   1.46119E-03   1.16028E+04   8.00320E-03   2.90070E+04   3.36562E+08   6.58365E+02
 2.84315E-07  -7.54240E+01   1.13776E-04   3.42378E+01   1.00335E-01   9.50023E+01   1.46130E-03   1.15890E+04   8.00405E-03   2.89725E+04   3.35762E+08   6.58393E+02
 2.84391E-07  -9.74300E+01   1.89852E-04   3.42393E+01   1.00320E-01   9.50034E+01   1.46140E-03   1.15752E+04   8.00490E-03   2.89380E+04   3.34963E+08   6.58417E+02
 2.84467E-07  -1.19410E+02   2.85173E-04   3.42407E+01   1.00306E-01   9.50046E+01   1.46151E-03   1.15614E+04   8.00574E-03   2.89035E+04   3.34165E+08   6.58440E+02
 2.84543E-07  -1.41363E+02   3.99671E-04   3.42422E+01   1.00291E-01   9.50057E+01   1.46162E-03   1.15476E+04   8.00659E-03   2.88690E+04   3.33368E+08   6.58463E+02
 2.84619E-07  -1.63291E+02   5.33277E-04   3.42436E+01   1.00276E-01   9.50069E+01   1.46173E-03   1.15338E+04   8.00744E-03   2.88346E+04   3.32573E+08   6.58486E+02
 2.84695E-07  -1.85192E+02   6.85921E-04   3.42451E+01   1.00261E-01   9.50081E+01   1.46184E-03   1.15201E+04   8.00829E-03   2.88002E+04   3.31780E+08   6.58509E+02
 2.84771E-07  -2.07067E+02   8.57535E-04   3.42465E+01   1.00246E-01   9.50092E+01   1.46194E-03   1.15063E+04   8.00914E-03   2.87658E+04   3.30988E+08   6.58533E+02
 2.84847E-07  -2.28916E+02   1.04805E-03   3.42480E+01   1.00232E-01   9.50104E+01   1.46205E-03   1.14926E+04   8.00999E-03   2.87314E+04   3.30197E+08   6.58556E+02
 2.84923E-07  -2.50739E+02   1.25740E-03   3.42492E+01   1.00217E-01   9.50115E+01   1.46216E-03   1.14788E+04   8.01084E-03   2.86970E+04   3.29408E+08   6.58579E+02
 2.84999E-07  -2.72535E+02   1.48551E-03   3.42503E+01   1.00202E-01   9.50127E+01   1.46227E-03   1.14651E+04   8.01169E-03   2.86627E+04   3.28621E+08   6.58602E+02
 2.85075E-07  -2.94306E+02   1.73232E-03   3.42515E+01   1.00187E-01   9.50139E+01   1.46238E-03   1.14514E+04   8.01254E-03   2.86284E+04   3.27834E+08   6.58625E+02
 2.85151E-07  -3.16051E+02   1.99776E-03   3.42526E+01   1.00172E-01   9.50150E+01   1.46248E-03   1.14376E+04   8.01339E-03   2.85941E+04   3.27049E+08   6.58649E+02
 2.85227E-07  -3.37769E+02   2.28176E-03   3.42538E+01   1.00158E-01   9.50162E+01   1.46259E-03   1.14239E+04   8.01424E-03   2.85598E+04   3.26265E+08   6.58672E+02
 2.85303E-07  -3.59462E+02   2.58425E-03   3.42550E+01   1.00143E-01   9.50173E+01   1.46270E-03   1.14102E+04   8.01509E-03   2.85255E+04   3.25482E+08   6.58695E+02
 2.85379E-07  -3.81128E+02   2.90517E-03   3.42561E+01   1.00128E-01   9.50185E+01   1.46281E-03   1.13965E+04   8.01594E-03   2.84913E+04   3.24701E+08   6.58718E+02
 2.85455E-07  -4.02768E+02   3.24445E-03   3.42573E+01   1.00113E-01   9.50197E+01   1.46291E-03   1.13828E+04   8.01679E-03   2.84570E+04   3.23920E+08   6.58741E+02
 2.85531E-07  -4.24383E+02   3.60201E-03   3.42584E+01   1.00098E-01   9.50208E+01   1.46302E-03   1.13691E+04   8.01764E-03   2.84227E+04   3.23141E+08   6.58765E+02
 2.85607E-07  -4.45971E+02   3.97780E-03   3.42596E+01   1.00084E-01   9.50220E+01   1.46313E-03   1.13554E+04   8.01849E-03   2.83885E+04   3.22363E+08   6.58788E+02
 2.85683E-07  -4.67533E+02   4.37175E-03   3.42608E+01   1.00069E-01   9.50231E+01   1.46324E-03   1.13417E+04   8.01933E-03   2.83543E+04   3.21587E+08   6.58811E+02
 2.85759E-07  -4.89069E+02   4.78377E-03   3.42619E+01   1.00054E-01   9.50243E+01   1.46335E-03   1.13281E+04   8.02018E-03   2.83201E+04   3.20812E+08   6.58834E+02
 2.85835E-07  -5.10580E+02   5.21383E-03   3.42631E+01   1.00039E-01   9.50255E+01   1.46345E-03   1.13144E+04   8.02103E-03   2.82861E+04   3.20041E+08   6.58857E+02
 2.85911E-07  -5.32064E+02   5.66185E-03   3.42642E+01   1.00025E-01   9.50266E+01   1.46356E-03   1.13008E+04   8.02188E-03   2.82520E+04   3.19271E+08   6.58881E+02
 2.85987E-07  -5.53523E+02   6.12775E-03   3.42654E+01   1.00010E-01   9.50278E+01   1.46367E-03   1.12872E+04   8.02273E-03   2.82180E+04   3.18502E+08   6.58904E+02
 2.86063E-07  -5.74956E+02   6.61148E-03   3.42666E+01   9.99952E-02   9.50289E+01   1.46378E-03   1.12736E+04   8.02358E-03   2.81839E+04   3.17734E+08   6.58927E+02
 2.86139E-07  -5.96362E+02   7.11296E-03   3.42677E+01   9.99805E-02   9.50301E+01   1.46389E-03   1.12600E+04   8.02443E-03   2.81499E+04   3.16967E+08   6.58950E+02
 2.86215E-07  -6.17743E+02   7.63213E-03   3.42689E+01   9.99657E-02   9.50312E+01   1.46399E-03   1.12463E+04   8.02528E-03   2.81158E+04   3.16200E+08   6.58973E+02
 2.86291E-07  -6.39098E+02   8.16893E-03   3.42700E+01   9.99510E-02   9.50324E+01   1.46410E-03   1.12327E+04   8.02613E-03   2.80818E+04   3.15435E+08   6.58997E+02
 2.86367E-07  -6.60428E+02   8.72330E-03   3.42712E+01   9.99363E-02   9.50336E+01   1.46421E-03   1.12191E+04   8.02698E-03   2.80477E+04   3.14670E+08   6.59020E+02
 2.86443E-07  -6.81731E+02   9.29514E-03   3.42724E+01   9.99216E-02   9.50347E+01   1.46432E-03   1.12055E+04   8.02783E-03   2.80137E+04   3.13907E+08   6.59043E+02
 2.86519E-07  -7.03008E+02   9.88441E-03   3.42735E+01   9.99068E-02   9.50359E+01   1.46443E-03   1.11919E+04   8.02868E-03   2.79796E+04   3.13144E+08   6.59066E+02
 2.86595E-07  -7.24260E+02   1.04911E-02   3.42747E+01   9.98921E-02   9.50370E+01   1.46453E-03   1.11782E+04   8.02953E-03   2.79456E+04   3.12383E+08   6.59089E+02
 2.86671E-07  -7.45486E+02   1.11150E-02   3.42758E+01   9.98774E-02   9.50382E+01   1.46464E-03   1.11646E+04   8.03038E-03   2.79116E+04   3.11622E+08   6.59112E+02
 2.86747E-07  -7.66685E+02   1.17561E-02   3.42770E+01   9.98627E-02   9.50394E+01   1.46475E-03   1.11510E+04   8.03123E-03   2.78775E+04   3.10862E+08   6.59136E+02
 2.86823E-07  -7.87860E+02   1.24145E-02   3.42782E+01   9.98480E-02   9.50405E+01   1.46486E-03   1.11374E+04   8.03208E-03   2.78435E+04   3.10103E+08   6.59159E+02
 2.86899E-07  -8.09008E+02   1.30899E-02   3.42793E+01   9.98333E-02   9.50417E+01   1.46496E-03   1.11238E+04   8.03292E-03   2.78095E+04   3.09347E+08   6.59182E+02
 2.86975E-07  -8.30130E+02   1.37823E-02   3.42805E+01   9.98186E-02   9.50428E+01   1.46507E-03   1.11102E+04   8.03377E-03   2.77756E+04   3.08593E+08   6.59205E+02
 2.87051E-07  -8.51226E+02   1.44917E-02   3.42816E+01   9.98040E-02   9.50440E+01   1.46518E-03   1.10967E+04   8.03462E-03   2.77417E+04   3.07841E+08   6.59228E+02
 2.87127E-07  -8.72298E+02   1.52181E-02   3.42828E+01   9.97893E-02   9.50452E+01   1.46529E-03   1.10831E+04   8.03547E-03   2.77079E+04   3.07090E+08   6.59252E+02
 2.87203E-07  -8.93343E+02   1.59612E-02   3.42840E+01   9.97746E-02   9.50463E+01   1.46540E-03   1.10696E+04   8.03632E-03   2.76741E+04   3.06341E+08   6.59275E+02
 2.87279E-07  -9.14362E+02   1.67211E-02   3.42851E+01   9.97599E-02   9.50475E+01   1.46550E-03   1.10561E+04   8.03717E-03   2.76403E+04   3.05594E+08   6.59298E+02
 2.87355E-07  -9.35356E+02   1.74978E-02   3.42863E+01   9.97453E-02   9.50486E+01   1.46561E-03   1.10426E+04   8.03802E-03   2.76065E+04   3.04847E+08   6.59321E+02
 2.87431E-07  -9.56324E+02   1.82911E-02   3.42874E+01   9.97306E-02   9.50498E+01   1.46572E-03   1.10291E+04   8.03887E-03   2.75727E+04   3.04102E+08   6.59344E+02
 2.87507E-07  -9.77266E+02   1.91010E-02   3.42886E+01   9.97159E-02   9.50510E+01   1.46583E-03   1.10156E+04   8.03972E-03   2.75389E+04   3.03357E+08   6.59368E+02
 2.87583E-07  -9.98183E+02   1.99274E-02   3.42898E+01   9.97013E-02   9.50521E+01   1.46593E-03   1.10021E+04   8.04057E-03   2.75052E+04   3.02614E+08   6.59391E+02
 2.87659E-07  -1.01907E+03   2.07703E-02   3.42909E+01   9.96866E-02   9.50533E+01   1.46604E-03   1.09886E+04   8.04142E-03   2.74714E+04   3.01871E+08   6.59414E+02
 2.87735E-07  -1.03994E+03   2.16295E-02   3.42921E+01   9.96720E-02   9.50544E+01   1.46615E-03   1.09751E+04   8.04227E-03   2.74377E+04   3.01130E+08   6.59437E+02
 2.87811E-07  -1.06078E+03   2.25050E-02   3.42932E+01   9.96573E-02   9.50556E+01   1.46626E-03   1.09616E+04   8.04312E-03   2.74040E+04   3.00391E+08   6.59460E+02
 2.87887E-07  -1.08159E+03   2.33969E-02   3.42944E+01   9.96427E-02   9.50568E+01   1.46636E-03   1.09481E+04   8.04397E-03   2.73703E+04   2.99653E+08   6.59484E+02
 2.87963E-07  -1.10238E+03   2.43049E-02   3.42956E+01   9.96281E-02   9.50579E+01   1.46647E-03   1.09346E+04   8.04482E-03   2.73366E+04   2.98916E+08   6.59507E+02
 2.88039E-07  -1.12315E+03   2.52291E-02   3.42967E+01   9.96135E-02   9.50591E+01   1.46658E-03   1.09212E+04   8.04566E-03   2.73029E+04   2.98180E+08   6.59530E+02
 2.88116E-07  -1.14388E+03   2.61693E-02   3.42979E+01   9.95988E-02   9.50602E+01   1.46669E-03   1.09077E+04   8.04651E-03   2.72693E+04   2.97446E+08   6.59553E+02
 2.88192E-07  -1.16459E+03   2.71256E-02   3.42990E+01   9.95842E-02   9.50614E+01   1.46680E-03   1.08943E+04   8.04736E-03   2.72357E+04   2.96714E+08   6.59576E+02
 2.88268E-07  -1.18528E+03   2.80978E-02   3.43002E+01   9.95696E-02   9.50626E+01   1.46690E-03   1.08809E+04   8.04821E-03   2.72021E+04   2.95983E+08   6.59600E+02
 2.88344E-07  -1.20594E+03   2.90859E-02   3.43013E+01   9.95550E-02   9.50637E+01   1.46701E-03   1.08674E+04   8.04906E-03   2.71686E+04   2.95252E+08   6.59623E+02
 2.88419E-07  -1.22658E+03   3.00898E-02   3.43025E+01   9.95404E-02   9.50649E+01   1.46712E-03   1.08540E+04   8.04991E-03   2.71350E+04   2.94523E+08   6.59646E+02
 2.88495E-07  -1.24719E+03   3.11094E-02   3.43037E+01   9.95258E-02   9.50660E+01   1.46723E-03   1.08406E+04   8.05076E-03   2.71014E+04   2.93795E+08   6.59669E+02
 2.88571E-07  -1.26777E+03   3.21448E-02   3.43048E+01   9.95112E-02   9.50672E+01   1.46733E-03   1.08272E+04   8.05161E-03   2.70679E+04   2.93069E+08   6.59692E+02
 2.88647E-07  -1.28833E+03   3.31959E-02   3.43060E+01   9.94966E-02   9.50684E+01   1.46744E-03   1.08138E+04   8.05246E-03   2.70344E+04   2.92344E+08   6.59716E+02
 2.88723E-07  -1.30886E+03   3.42624E-02   3.43071E+01   9.94820E-02   9.50695E+01   1.46755E-03   1.08004E+04   8.05331E-03   2.70009E+04   2.91620E+08   6.59739E+02
 2.88799E-07  -1.32937E+03   3.53446E-02   3.43083E+01   9.94674E-02   9.50707E+01   1.46766E-03   1.07870E+04   8.05416E-03   2.69675E+04   2.90898E+08   6.59762E+02
 2.88875E-07  -1.34985E+03   3.64421E-02   3.43095E+01   9.94528E-02   9.50718E+01   1.46776E-03   1.07736E+04   8.05501E-03   2.69340E+04   2.90176E+08   6.59785E+02
 2.88951E-07  -1.37031E+03   3.75550E-02   3.43106E+01   9.94383E-02   9.50730E+01   1.46787E-03   1.07602E+04   8.05586E-03   2.69006E+04   2.89456E+08   6.59808E+02
 2.89027E-07  -1.39074E+03   3.86833E-02   3.43118E+01   9.94237E-02   9.50742E+01   1.46798E-03   1.07469E+04   8.05671E-03   2.68671E+04   2.88737E+08   6.59831E+02
 2.89103E-07  -1.41115E+03   3.98268E-02   3.43129E+01   9.94091E-02   9.50753E+01   1.46809E-03   1.07335E+04   8.05756E-03   2.68338E+04   2.88020E+08   6.59855E+02
 2.89179E-07  -1.43153E+03   4.09855E-02   3.43141E+01   9.93945E-02   9.50761E+01   1.46819E-03   1.07201E+04   8.05841E-03   2.68004E+04   2.87304E+08   6.59878E+02
 2.89255E-07  -1.45188E+03   4.21593E-02   3.43153E+01   9.93800E-02   9.50766E+01   1.46830E-03   1.07068E+04   8.05924E-03   2.67670E+04   2.86588E+08   6.59901E+02
 2.89331E-07  -1.47222E+03   4.33483E-02   3.43164E+01   9.93654E-02   9.50772E+01   1.46841E-03   1.06934E+04   8.06001E-03   2.67336E+04   2.85874E+08   6.59924E+02
 2.89407E-07  -1.49252E+03   4.45523E-02   3.43176E+01   9.93509E-02   9.50778E+01   1.46852E-03   1.06801E+04   8.06079E-03   2.67002E+04   2.85161E+08   6.59947E+02
 2.89483E-07  -1.51280E+03   4.57712E-02   3.43187E+01   9.93364E-02   9.50784E+01   1.46862E-03   1.06668E+04   8.06157E-03   2.66669E+04   2.84450E+08   6.59971E+02
 2.89559E-07  -1.53305E+03   4.70051E-02   3.43199E+01   9.93218E-02   9.50790E+01   1.46873E-03   1.06535E+04   8.06235E-03   2.66337E+04   2.83741E+08   6.59994E+02
 2.89635E-07  -1.55328E+03   4.82537E-02   3.43211E+01   9.93080E-02   9.50795E+01   1.46883E-03   1.06402E+04   8.06313E-03   2.66004E+04   2.83033E+08   6.60017E+02
 2.89711E-07  -1.57349E+03   4.95172E-02   3.43222E+01   9.92943E-02   9.50801E+01   1.46894E-03   1.06269E+04   8.06391E-03   2.65672E+04   2.82326E+08   6.60040E+02
 2.89787E-07  -1.59366E+03   5.07953E-02   3.43234E+01   9.92806E-02   9.50807E+01   1.46904E-03   1.06136E+04   8.06469E-03   2.65340E+04   2.81620E+08   6.60063E+02
 2.89863E-07  -1.61382E+03   5.20881E-02   3.43245E+01   9.92669E-02   9.50813E+01   1.46914E-03   1.06003E+04   8.06546E-03   2.65007E+04   2.80916E+08   6.60087E+02
 2.89939E-07  -1.63395E+03   5.33956E-02   3.43257E+01   9.92533E-02   9.50819E+01   1.46924E-03   1.05870E+04   8.06624E-03   2.64675E+04   2.80212E+08   6.60110E+02
 2.90015E-07  -1.65405E+03   5.47175E-02   3.43269E+01   9.92396E-02   9.50824E+01   1.46934E-03   1.05737E+04   8.06702E-03   2.64343E+04   2.79509E+08   6.60133E+02
 2.90091E-07  -1.67413E+03   5.60540E-02   3.43280E+01   9.92260E-02   9.50830E+01   1.46944E-03   1.05605E+04   8.06780E-03   2.64011E+04   2.78808E+08   6.60156E+02
 2.90167E-07  -1.69418E+03   5.74048E-02   3.43292E+01   9.92123E-02   9.50836E+01   1.46954E-03   1.05472E+04   8.06858E-03   2.63679E+04   2.78107E+08   6.60179E+02
 2.90243E-07  -1.71421E+03   5.87701E-02   3.43303E+01   9.91986E-02   9.50842E+01   1.46964E-03   1.05339E+04   8.06936E-03   2.63348E+04   2.77408E+08   6.60203E+02
 2.90319E-07  -1.73421E+03   6.01497E-02   3.43315E+01   9.91850E-02   9.50848E+01   1.46974E-03   1.05207E+04   8.07014E-03   2.63017E+04   2.76711E+08   6.60226E+02
 2.90395E-07  -1.75418E+03   6.15433E-02   3.43327E+01   9.91714E-02   9.50853E+01   1.46985E-03   1.05074E+04   8.07092E-03   2.62686E+04   2.76015E+08   6.60249E+02
 2.90471E-07  -1.77414E+03   6.29511E-02   3.43338E+01   9.91577E-02   9.50859E+01   1.46995E-03   1.04942E+04   8.07169E-03   2.62355E+04   2.75321E+08   6.60272E+02
 2.90547E-07  -1.79406E+03   6.43732E-02   3.43350E+01   9.91441E-02   9.50865E+01   1.47005E-03   1.04810E+04   8.07247E-03   2.62025E+04   2.74627E+08   6.60295E+02
 2.90623E-07  -1.81396E+03   6.58093E-02   3.43361E+01   9.91304E-02   9.50871E+01   1.47015E-03   1.04678E+04   8.07325E-03   2.61694E+04   2.73935E+08   6.60314E+02
 2.90699E-07  -1.83384E+03   6.72596E-02   3.43373E+01   9.91168E-02   9.50877E+01   1.47025E-03   1.04546E+04   8.07403E-03   2.61364E+04   2.73244E+08   6.60332E+02
 2.90775E-07  -1.85369E+03   6.87236E-02   3.43385E+01   9.91032E-02   9.50882E+01   1.47035E-03   1.04413E+04   8.07481E-03   2.61034E+04   2.72554E+08   6.60351E+02
 2.90851E-07  -1.87352E+03   7.02014E-02   3.43396E+01   9.90896E-02   9.50888E+01   1.47045E-03   1.04281E+04   8.07559E-03   2.60703E+04   2.71865E+08   6.60369E+02
 2.90927E-07  -1.89332E+03   7.16931E-02   3.43408E+01   9.90759E-02   9.50894E+01   1.47055E-03   1.04149E+04   8.07637E-03   2.60374E+04   2.71178E+08   6.60388E+02
 2.91003E-07  -1.91309E+03   7.31986E-02   3.43419E+01   9.90623E-02   9.50900E+01   1.47065E-03   1.04018E+04   8.07714E-03   2.60044E+04   2.70492E+08   6.60406E+02
 2.91079E-07  -1.93285E+03   7.47180E-02   3.43431E+01   9.90487E-02   9.50906E+01   1.47076E-03   1.03886E+04   8.07792E-03   2.59715E+04   2.69807E+08   6.60425E+02
 2.91155E-07  -1.95257E+03   7.62508E-02   3.43443E+01   9.90351E-02   9.50911E+01   1.47086E-03   1.03754E+04   8.07870E-03   2.59385E+04   2.69123E+08   6.60444E+02
 2.91231E-07  -1.97227E+03   7.77973E-02   3.43454E+01   9.90215E-02   9.50917E+01   1.47096E-03   1.03622E+04   8.07948E-03   2.59056E+04   2.68440E+08   6.60462E+02
 2.91307E-07  -1.99195E+03   7.93571E-02   3.43466E+01   9.90079E-02   9.50923E+01   1.47106E-03   1.03491E+04   8.08026E-03   2.58727E+04   2.67759E+08   6.60481E+02
